query,url,title,upload_date,channel,views,likes,dislikes,comment_count,comment_text,comment_author,comment_date,comment_likes,sentiment_type
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Like most of the weird songs John Oliver seems to find online, this is very catchy. I would actually say this is the best song I have heard in 2020.",Siyabonga Mchunu,2020-03-02T09:53:01Z,1729,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Nay mùng 1 ai còn nghe<3,N M,2021-02-12T01:29:46Z,41,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,My teacher loves this song. She thinks it really funny. So does my class 😂,Piper Johnson,2020-09-18T21:34:30Z,314,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Original Vietnamese version: ""It comes from Wuhan"" (with a map of China)  Modified English version: ""Out of the blue""      Political correctness is ruining the western world 😕",Mr Random,2021-02-21T04:37:52Z,13,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,bài hát khiến cả thế giới phục Việt Nam. Thời của Việt Nam đã đến. V-Pop lên ngôi.,Lovely Pie,2020-11-25T17:47:20Z,84,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Here in the USA, I just heard about this song from the show Last Week Tonight with John Oliver.  This song & video truly are fantastic.  Great job!",H B,2020-03-02T08:04:41Z,3672,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Cuối năm 2020-12-31 ai con nghe ko? Chúc mn sức khỏe mong covid sẽ sơm đc loại bỏ 🇻🇳🇻🇳🇻🇳,Kéo RC,2020-12-31T05:33:06Z,91,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,John Oliver brought me here :d,League of Wood,2021-02-28T18:11:17Z,2,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I'm from Malaysia !!!,Chooi Heng,2021-01-14T03:57:21Z,30,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,nice　song！ (いい曲やね！) Let's 　face　Corona　Together！ (みんなでコロナに立ち向かおう！),ヒヨコさん,2021-01-31T03:34:37Z,16,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Oh my God!!!  I like this song Vietnam is really talented I'm from the UK::::::>🇬🇧 And Toi thich banh mi☆,Mila Horrible,2020-03-06T06:15:57Z,5896,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,So you’re telling me what America needed to do was drop a bop,Rebecca Karis,2020-11-10T04:14:09Z,155,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Last Week Tonight brought me here!,Sarah Trachtenberg,2020-11-26T23:34:27Z,46,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,mais alguem veio da obl ?? kkkk,Matheus Esteves,2020-10-02T15:52:09Z,156,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,This song still slaps,Nazi Punks Fuck Off,2020-10-06T00:00:26Z,73,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Hello 👋 from France 🇫🇷 !😢 Tôi muốn học tiếng việt,Koᥒᖾᥱᥱ,2020-03-10T13:49:22Z,598,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Còn 2 ngày nữa là tròn 1 năm ra mắt MV ghen cô Vy rồi mọi người,Ly MINiacs,2021-02-21T07:01:39Z,10,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Thank you from Indonesia 🇮🇩 keep safety and healthy for us! 😊,Atris,2021-01-15T18:41:55Z,13,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Okay, but why is this sounds so good?",EasyLyricsHUN,2021-01-19T14:44:47Z,27,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"bài này nghe còn dài và có thể lập nên kỳ tích về số lượt xem, VN cố lên!",Phạm Văn Hải,2021-02-18T12:45:37Z,5,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,that moment when the Vietnamese government made a better hit song than all the artists at your home country,Caio Graco Zeppelini,2020-03-02T15:13:10Z,3721,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,This is the song of hope. The song of 2020. Hats off,aztek12321,2021-01-03T11:01:22Z,37,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I think it's so awesome that everyone in the USA listened to the warnings about Covid 19 and now a year later we are almost completely free of the virus.......oh wait no we didn't.,Jake Somit,2021-01-27T04:52:01Z,28,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Greetings from Turkey , very nice!    👏👏👏",nesteren hanım,2021-01-15T09:03:50Z,18,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"“Ghen Cô Vy” sau 1 năm ra mắt… Lời bài hát đến tận bây giờ vẫn còn rất đúng và rất có giá trị. Tất cả chúng ta hãy cùng nhau, Việt Nam quyết thắng đại dịch nhé!",Chúng ta là người Bà Rịa - Vũng Tàu,2021-02-23T06:50:28Z,6,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"But honestly, this song deserves to go viral.",denisse chuco,2020-03-02T16:32:01Z,1335,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"If anybody wants the original, it’s just called ‘Ghen’! Found it a few years ago and have been in love ever since.",savemefrommyselfplease -,2021-02-17T11:29:24Z,12,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I'm not Vietnamese but I love this,CHEONG KC,2021-02-25T05:33:51Z,4,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Greetings from Finland! Great Song!,Tom Ahonen,2021-02-14T17:24:22Z,11,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,The animation is precious as hell and the song slaps - well done Vietnam! 🇻🇳 🤣,Strange Historian,2020-11-16T04:44:26Z,56,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"I think the numbers of dislike, are coronaviruses, that don't like the song so much. Đẩy lùi virus Corona, corona 🎵🎶",It'sJordan,2020-03-06T01:10:02Z,1234,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,God this feels like a lifetime since I watched this....,James Burnside,2020-10-25T10:23:40Z,41,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"My dream is to become a Korean singer. Hair claw glue for handsome. Handsome, then there are many lovers.",Tien Son Lai,2021-03-01T11:42:31Z,0,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Honestly this song is so cute, and it’s very useful",YOLO GAMING,2020-09-21T03:56:27Z,23,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Bây h lại có dịch bùng phát. Lại nghe bài này để nâng cao việc phòng chống covid- 20 thôi,Dai Nguyen,2021-01-30T05:27:08Z,7,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"If you didn’t know this song is actually re writen for coronavirus, the original is simply “ghen” and it’s just as great as the coronavirus version!! Definitely check out the original too!!!",Anna P.,2020-03-03T06:21:57Z,3404,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,It's so good the music,Kontagiius,2020-10-20T19:10:41Z,13,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Why I'm hearing this just now ?,Stars Girl,2020-12-05T00:44:39Z,14,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Unite and follow the government's recommendations that's how Vietnam won over Corona,Noet Ha,2020-11-17T01:24:14Z,13,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,我们一起加油！！！！！,Eugine Liew,2020-11-18T15:14:29Z,14,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Từ cặp đôi phá phách thành cặp đôi có ý thức :))))))),Miko,2020-02-24T13:44:28Z,995,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Here im from ur nearest neighbour Bangladesh Happy to see Vietnam doing well in aspect &this song gonna my favourite one  Simultaneously sad for those life which is lost last yr&still,Rijowana azad Tonni,2021-02-23T13:42:01Z,2,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,2021 and this song still slaps,denisse chuco,2021-01-11T07:14:22Z,7,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,This song is so beautiful I wanna cry 🥺😭❤️,NEVERMIND,2020-12-25T15:50:25Z,10,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I’m really proud of my country. Hope everyone is safe and live a happy life (Hope this virus is over),Hien Pham,2020-11-11T22:56:40Z,16,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Turn on CC guys!. English, Afrikaans, Arabic, Chinese, Dutch, Filipino, Finnish, French, German, Greek, Hebrew, Hindi, Italian, Japanese, Korean, Persian, Polish, Portuguese, Serbian, Slovak, Spanish, Swedish sub were added! Special thanks to everybody who has contributed in translating the subs! May all of you stay safe and let's fight against Corona Virus together!",MIN OFFICIAL,2020-03-02T11:05:40Z,13357,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I came here after seeing Donald Trump singing this wonderful song! ✌😎👍👹🖕👑,ПРИНЦ ПОДДАТСКИЙ,2020-11-13T18:48:59Z,31,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Who’s here from wash your hands - Donald trump?,Amirul Gaming Extra,2020-09-26T10:41:23Z,17,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Vietnam has been excellently completing the task of repelling covid 19. Hope the MV spread more strongly to the consciousness of people all over the world. Hope the world in 2021 will be more peaceful.,Lê Định,2021-01-21T01:39:32Z,8,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Dude, I don't usually comment, but let's just say I had to like and comment this video!",Damian Cortes,2020-09-28T20:25:29Z,120,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Great song!!! In my country🇹🇭 also have people affected too. Hope you and all Vietnamese are safe. Also the song is really cute how to protect from virus. Stay strong 💪🏻💪🏻🇹🇭🇻🇳🇨🇳,Harry Potter,2020-02-24T12:14:20Z,2897,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Man this song is funny, but it’s good",Staring Hamster,2021-01-16T14:31:11Z,12,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Explain why someone sent this in a group chat?,Joon,2020-11-18T18:22:20Z,18,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,好像朱浩仁的（洗洗洗洗手）叻,jackson chin,2020-09-08T05:54:37Z,6,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Obrigada OBL por me mostrar essa música! :)  <3,Gabrielle Mendonca,2020-10-05T00:57:24Z,29,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,We need Vietnam and John Oliver's team to translate this song into every major language in the world.,Arunkumar Balakrishnan,2020-03-02T07:56:57Z,3259,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,At first this song was sort of bittersweet because it was such a scary time. But now it’s just a straight banger.,Isidore Aerys,2021-02-01T10:02:16Z,13,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"Hope the Covid will pass soon, I want to go back to school :<",BaoonGok,2021-02-20T09:53:12Z,0,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,"As John Oliver said, this song slaps!",Dark Lord Vyperx,2020-11-17T04:49:06Z,4,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,I like the way the song tells where the virus from haha,Thi Minh Thu Lao,2020-09-06T01:13:58Z,14,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,0:46,NlNVlog,2020-12-17T05:28:49Z,2,positive
coronavirus,https://www.youtube.com/watch?v=BtulL3oArQw,Ghen Cô Vy| NIOEH x K.HƯNG x MIN x ERIK | WASHING HAND SONG | CORONA SONG,2020-02-23T11:30:00Z,MIN OFFICIAL,75069587,580779,39727,27009,Let's ditch COVID-19 by making a Vocaloid cover of this song... This song is lit bro!!,Anaflor Sabido,2020-11-24T04:11:22Z,7,positive
